date,year,month,weekday,airline_icao,origin_icao,dest_icao,dep_sched,dep_real,arr_sched,arr_real,dep_delay_min,arr_delay_min,delayed_flag,period,status,justificativa
2010-01-01,2010,1,4,GLO,SBMA,SBBR,01/01/2010 07:10,,01/01/2010 09:00,,,,0,Manhã,CANCELADO,XS
2010-01-01,2010,1,4,AAL,SAEZ,KMIA,01/01/2010 22:20,01/01/2010 22:20,02/01/2010 07:10,02/01/2010 07:10,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,AAL,KMIA,SBGL,01/01/2010 23:35,01/01/2010 23:35,02/01/2010 08:19,02/01/2010 08:19,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,AAL,SBGL,KMIA,01/01/2010 22:12,01/01/2010 22:12,02/01/2010 07:10,02/01/2010 07:10,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,AAL,KMIA,SBGL,01/01/2010 02:15,01/01/2010 02:15,01/01/2010 10:56,01/01/2010 10:56,0,0,0,Madrugada,REALIZADO,N/A
2010-01-01,2010,1,4,AAL,SBGR,KMIA,01/01/2010 23:20,01/01/2010 23:20,02/01/2010 07:40,02/01/2010 07:40,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,AAL,KMIA,SBGR,01/01/2010 23:15,02/01/2010 00:30,02/01/2010 07:35,02/01/2010 08:40,75,65,1,Noite,REALIZADO,AS
2010-01-01,2010,1,4,AAL,SAEZ,KMIA,01/01/2010 00:40,01/01/2010 00:40,01/01/2010 09:25,01/01/2010 09:25,0,0,0,Madrugada,REALIZADO,N/A
2010-01-01,2010,1,4,AAL,KMIA,SAEZ,01/01/2010 23:30,01/01/2010 23:30,02/01/2010 08:25,02/01/2010 08:25,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,AAL,SLVR,KMIA,01/01/2010 12:25,01/01/2010 12:25,01/01/2010 19:05,01/01/2010 19:05,0,0,0,Tarde,REALIZADO,N/A
2010-01-01,2010,1,4,AAL,SLLP,SLVR,01/01/2010 09:55,01/01/2010 09:55,01/01/2010 11:10,01/01/2010 11:10,0,0,0,Manhã,REALIZADO,N/A
2010-01-01,2010,1,4,AAL,KMIA,SLLP,01/01/2010 02:10,01/01/2010 02:10,01/01/2010 08:50,01/01/2010 08:50,0,0,0,Madrugada,REALIZADO,N/A
2010-01-01,2010,1,4,AAL,KMIA,SBGR,01/01/2010 00:35,01/01/2010 00:35,01/01/2010 08:55,01/01/2010 08:55,0,0,0,Madrugada,REALIZADO,N/A
2010-01-01,2010,1,4,AAL,SBGR,KMIA,01/01/2010 02:05,01/01/2010 02:05,01/01/2010 10:20,01/01/2010 10:20,0,0,0,Madrugada,REALIZADO,N/A
2010-01-01,2010,1,4,AAL,KMIA,SAEZ,01/01/2010 02:20,01/01/2010 02:20,01/01/2010 11:15,01/01/2010 11:15,0,0,0,Madrugada,REALIZADO,N/A
2010-01-01,2010,1,4,AAL,KMIA,SLVR,01/01/2010 18:05,01/01/2010 18:05,02/01/2010 00:50,02/01/2010 00:50,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,AAL,SLVR,KMIA,01/01/2010 02:15,01/01/2010 02:15,01/01/2010 08:50,01/01/2010 08:50,0,0,0,Madrugada,REALIZADO,N/A
2010-01-01,2010,1,4,AAL,SBGR,KJFK,01/01/2010 21:25,01/01/2010 21:25,02/01/2010 07:10,02/01/2010 07:10,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,AAL,SBGL,SBGR,01/01/2010 17:55,01/01/2010 17:55,01/01/2010 19:20,01/01/2010 19:20,0,0,0,Tarde,REALIZADO,N/A
2010-01-01,2010,1,4,AAL,KJFK,SBGR,01/01/2010 22:30,01/01/2010 22:30,02/01/2010 08:05,02/01/2010 08:05,0,0,0,Noite,REALIZADO,N/A
2010-01-02,2010,1,5,AAL,SBGR,SBGL,02/01/2010 10:12,02/01/2010 10:12,02/01/2010 11:15,02/01/2010 11:15,0,0,0,Manhã,REALIZADO,N/A
2010-01-01,2010,1,4,AAL,KJFK,SAEZ,01/01/2010 01:20,01/01/2010 01:20,01/01/2010 12:00,01/01/2010 12:00,0,0,0,Madrugada,REALIZADO,N/A
2010-01-01,2010,1,4,AAL,SAEZ,KJFK,01/01/2010 22:30,01/01/2010 22:30,02/01/2010 09:00,02/01/2010 09:00,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,AAL,SBGR,KDFW,01/01/2010 23:45,01/01/2010 23:45,02/01/2010 10:05,02/01/2010 10:05,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,AAL,KDFW,SBGR,01/01/2010 23:45,01/01/2010 23:45,02/01/2010 09:50,02/01/2010 09:50,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,AAL,SBSV,SBRF,01/01/2010 09:47,01/01/2010 09:47,01/01/2010 11:07,01/01/2010 11:07,0,0,0,Manhã,REALIZADO,N/A
2010-01-01,2010,1,4,AAL,SBRF,KMIA,01/01/2010 12:37,01/01/2010 12:37,01/01/2010 20:55,01/01/2010 20:55,0,0,0,Tarde,REALIZADO,N/A
2010-01-01,2010,1,4,AAL,KMIA,SBSV,01/01/2010 00:10,01/01/2010 00:10,01/01/2010 08:18,01/01/2010 08:18,0,0,0,Madrugada,REALIZADO,N/A
2010-01-01,2010,1,4,AAL,SUMU,KMIA,01/01/2010 23:20,01/01/2010 23:20,02/01/2010 08:20,02/01/2010 08:20,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,AAL,SUMU,KMIA,,01/01/2010 23:20,,02/01/2010 08:20,,,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,AAL,KMIA,SUMU,01/01/2010 02:10,01/01/2010 02:10,01/01/2010 11:20,01/01/2010 11:20,0,0,0,Madrugada,REALIZADO,N/A
2010-01-01,2010,1,4,AAL,KMIA,SUMU,,01/01/2010 02:10,,01/01/2010 11:20,,,0,Madrugada,REALIZADO,N/A
2010-01-01,2010,1,4,AAL,KMIA,SBCF,01/01/2010 02:15,01/01/2010 02:15,01/01/2010 10:15,01/01/2010 10:15,0,0,0,Madrugada,REALIZADO,N/A
2010-01-01,2010,1,4,AAL,SBCF,KMIA,01/01/2010 23:52,01/01/2010 23:52,02/01/2010 08:05,02/01/2010 08:05,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,AAL,KMIA,SBGR,01/01/2010 02:30,01/01/2010 02:30,01/01/2010 10:45,01/01/2010 10:45,0,0,0,Madrugada,REALIZADO,N/A
2010-01-01,2010,1,4,AAL,SAEZ,KDFW,01/01/2010 23:30,01/01/2010 23:30,02/01/2010 10:15,02/01/2010 10:15,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,AAL,KDFW,SAEZ,01/01/2010 23:35,01/01/2010 23:35,02/01/2010 10:05,02/01/2010 10:05,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,AAL,SBGR,KMIA,01/01/2010 01:05,01/01/2010 01:05,01/01/2010 09:20,01/01/2010 09:20,0,0,0,Madrugada,REALIZADO,N/A
2010-01-01,2010,1,4,ABJ,SBSV,SBLP,01/01/2010 13:30,,01/01/2010 15:05,,,,0,Tarde,CANCELADO,XA
2010-01-01,2010,1,4,ABJ,SBLP,SNGI,01/01/2010 15:25,,01/01/2010 15:45,,,,0,Tarde,CANCELADO,XA
2010-01-01,2010,1,4,ABJ,SNGI,SBSV,01/01/2010 16:00,,01/01/2010 17:30,,,,0,Tarde,CANCELADO,XA
2010-01-01,2010,1,4,ABJ,SBAR,SBSV,,01/01/2010 20:10,,01/01/2010 21:10,,,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,ABJ,SBSV,SBAR,,01/01/2010 18:35,,01/01/2010 19:40,,,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,ACA,CYYZ,SBGR,01/01/2010 01:05,02/01/2010 02:02,01/01/2010 11:20,02/01/2010 12:05,1497,1485,1,Madrugada,REALIZADO,MX
2010-01-01,2010,1,4,ACA,SBGR,CYYZ,01/01/2010 22:30,01/01/2010 22:30,02/01/2010 09:05,02/01/2010 09:05,0,0,0,Noite,REALIZADO,N/A
2010-01-02,2010,1,5,AEA,SBSV,SAEZ,02/01/2010 04:55,02/01/2010 04:55,02/01/2010 10:15,02/01/2010 10:15,0,0,0,Madrugada,REALIZADO,N/A
2010-01-01,2010,1,4,AEA,LEMD,SBSV,01/01/2010 20:55,01/01/2010 20:55,02/01/2010 03:55,02/01/2010 03:55,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,AEA,SAEZ,SBSV,01/01/2010 14:45,01/01/2010 14:45,01/01/2010 17:45,01/01/2010 17:45,0,0,0,Tarde,REALIZADO,N/A
2010-01-01,2010,1,4,AEA,SBSV,LEMD,01/01/2010 18:43,01/01/2010 18:43,02/01/2010 03:00,02/01/2010 03:00,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,AEA,SBSV,LEMD,01/01/2010 00:45,01/01/2010 00:45,01/01/2010 09:35,01/01/2010 09:35,0,0,0,Madrugada,REALIZADO,N/A
2010-01-01,2010,1,4,AEY,LIMC,SBNT,01/01/2010 08:00,01/01/2010 08:45,01/01/2010 17:40,01/01/2010 16:30,45,-70,1,Manhã,REALIZADO,HI
2010-01-01,2010,1,4,AEY,SBNT,LIMC,01/01/2010 19:10,01/01/2010 17:45,02/01/2010 04:05,02/01/2010 03:35,-85,-30,0,Noite,REALIZADO,HI
2010-01-01,2010,1,4,AFR,SCEL,LFPG,01/01/2010 18:20,01/01/2010 18:20,02/01/2010 08:00,02/01/2010 08:00,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,AFR,LFPG,SCEL,01/01/2010 20:20,01/01/2010 23:38,02/01/2010 10:25,02/01/2010 10:50,198,25,1,Noite,REALIZADO,MX
2010-01-01,2010,1,4,AFR,SAEZ,LFPG,01/01/2010 19:00,01/01/2010 19:00,02/01/2010 08:00,02/01/2010 08:00,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,AFR,SAEZ,LFPG,,01/01/2010 18:08,,02/01/2010 11:07,,,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,AFR,LFPG,SAEZ,01/01/2010 20:20,01/01/2010 20:20,02/01/2010 09:40,02/01/2010 09:40,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,AFR,LFPG,SBGL,01/01/2010 18:20,01/01/2010 23:30,02/01/2010 05:20,02/01/2010 07:38,310,138,1,Noite,REALIZADO,MX
2010-01-01,2010,1,4,AFR,SBGL,LFPG,01/01/2010 16:20,01/01/2010 18:40,02/01/2010 03:00,02/01/2010 08:35,140,335,1,Tarde,REALIZADO,MX
2010-01-01,2010,1,4,AFR,LFPG,SBGL,01/01/2010 05:30,01/01/2010 10:32,01/01/2010 17:00,01/01/2010 19:05,302,125,1,Madrugada,REALIZADO,MX
2010-01-01,2010,1,4,AFR,SBGL,LFPG,01/01/2010 19:00,01/01/2010 21:21,02/01/2010 06:15,02/01/2010 11:33,141,318,1,Noite,REALIZADO,MX
2010-01-01,2010,1,4,AFR,LFPG,SBGR,01/01/2010 18:20,01/01/2010 23:33,02/01/2010 05:50,02/01/2010 08:08,313,138,1,Noite,REALIZADO,MX
2010-01-01,2010,1,4,AFR,SBGR,LFPG,01/01/2010 16:25,01/01/2010 18:02,02/01/2010 03:30,02/01/2010 08:17,97,287,1,Tarde,REALIZADO,TC
2010-01-01,2010,1,4,AFR,LFPG,SBGR,01/01/2010 05:30,01/01/2010 10:39,01/01/2010 17:25,01/01/2010 19:42,309,137,1,Madrugada,REALIZADO,MX
2010-01-01,2010,1,4,AFR,SBGR,LFPG,01/01/2010 19:10,01/01/2010 21:25,02/01/2010 06:35,02/01/2010 11:43,135,308,1,Noite,REALIZADO,MX
2010-01-01,2010,1,4,AMX,MMMX,SBGR,01/01/2010 03:05,01/01/2010 03:05,01/01/2010 12:25,01/01/2010 12:25,0,0,0,Madrugada,REALIZADO,N/A
2010-01-01,2010,1,4,AMX,SBGR,MMMX,01/01/2010 23:35,01/01/2010 23:35,02/01/2010 09:05,02/01/2010 09:05,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,APW,SBPA,SAEZ,01/01/2010 02:30,,01/01/2010 04:15,,,,0,Madrugada,CANCELADO,XN
2010-01-01,2010,1,4,APW,SAEZ,SCEL,01/01/2010 07:00,01/01/2010 07:00,01/01/2010 09:30,01/01/2010 09:30,0,0,0,Manhã,REALIZADO,N/A
2010-01-01,2010,1,4,APW,SKBO,MDSD,01/01/2010 16:30,01/01/2010 16:30,01/01/2010 19:00,01/01/2010 19:00,0,0,0,Tarde,REALIZADO,N/A
2010-01-01,2010,1,4,APW,MDSD,KMIA,01/01/2010 20:30,01/01/2010 20:30,01/01/2010 22:00,01/01/2010 22:00,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,APW,SCEL,SKBO,01/01/2010 11:30,01/01/2010 11:30,01/01/2010 15:00,01/01/2010 15:00,0,0,0,Manhã,REALIZADO,N/A
2010-01-01,2010,1,4,ARG,SAEZ,LEMD,01/01/2010 23:00,01/01/2010 23:00,02/01/2010 09:50,02/01/2010 09:50,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,ARG,LEMD,SAEZ,01/01/2010 18:00,01/01/2010 18:00,02/01/2010 07:30,02/01/2010 07:30,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,ARG,SAEZ,LIRF,01/01/2010 22:45,01/01/2010 22:45,02/01/2010 11:55,02/01/2010 11:55,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,ARG,SAEZ,LEBL,01/01/2010 16:20,01/01/2010 16:20,02/01/2010 03:30,02/01/2010 03:30,0,0,0,Tarde,REALIZADO,N/A
2010-01-01,2010,1,4,ARG,SAEZ,SBPA,01/01/2010 16:55,01/01/2010 16:55,01/01/2010 17:30,01/01/2010 17:30,0,0,0,Tarde,REALIZADO,N/A
2010-01-01,2010,1,4,ARG,SBPA,SAEZ,01/01/2010 18:00,01/01/2010 18:00,01/01/2010 20:45,01/01/2010 20:45,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,ARG,SAEZ,SBGR,01/01/2010 06:50,01/01/2010 06:50,01/01/2010 09:20,01/01/2010 09:20,0,0,0,Manhã,REALIZADO,N/A
2010-01-01,2010,1,4,ARG,SBGR,SAEZ,01/01/2010 10:15,01/01/2010 10:15,01/01/2010 13:10,01/01/2010 13:10,0,0,0,Manhã,REALIZADO,N/A
2010-01-01,2010,1,4,ARG,SAEZ,SBGR,01/01/2010 17:00,01/01/2010 17:00,01/01/2010 19:45,01/01/2010 19:45,0,0,0,Tarde,REALIZADO,N/A
2010-01-01,2010,1,4,ARG,SBGR,SAEZ,01/01/2010 20:25,01/01/2010 20:25,01/01/2010 23:20,01/01/2010 23:20,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,ARG,SAEZ,SBGR,01/01/2010 14:30,01/01/2010 14:30,01/01/2010 17:10,01/01/2010 17:10,0,0,0,Tarde,REALIZADO,N/A
2010-01-01,2010,1,4,ARG,SBGR,SAEZ,01/01/2010 17:55,01/01/2010 17:55,01/01/2010 20:50,01/01/2010 20:50,0,0,0,Tarde,REALIZADO,N/A
2010-01-01,2010,1,4,ARG,SAEZ,SBGL,01/01/2010 07:25,01/01/2010 07:25,01/01/2010 10:25,01/01/2010 10:25,0,0,0,Manhã,REALIZADO,N/A
2010-01-01,2010,1,4,ARG,SBGL,SAEZ,01/01/2010 11:05,01/01/2010 11:05,01/01/2010 14:20,01/01/2010 14:20,0,0,0,Manhã,REALIZADO,N/A
2010-01-01,2010,1,4,ARG,SAEZ,SBGL,01/01/2010 15:05,01/01/2010 15:05,01/01/2010 18:05,01/01/2010 18:05,0,0,0,Tarde,REALIZADO,N/A
2010-01-01,2010,1,4,ARG,SBGL,SAEZ,01/01/2010 18:45,01/01/2010 18:45,01/01/2010 21:50,01/01/2010 21:50,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,ARG,SAEZ,SBGL,01/01/2010 18:55,01/01/2010 18:55,01/01/2010 21:55,01/01/2010 21:55,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,ARG,SBGL,SAEZ,01/01/2010 22:35,01/01/2010 22:35,02/01/2010 01:50,02/01/2010 01:50,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,ARG,SAEZ,SBGR,01/01/2010 20:45,01/01/2010 20:45,01/01/2010 23:30,01/01/2010 23:30,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,ARG,SBGR,SAEZ,01/01/2010 07:30,01/01/2010 07:30,01/01/2010 10:25,01/01/2010 10:25,0,0,0,Manhã,REALIZADO,N/A
2010-01-01,2010,1,4,ARG,SAEZ,KMIA,01/01/2010 23:25,01/01/2010 23:25,02/01/2010 09:30,02/01/2010 09:30,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,ARG,KMIA,SAEZ,01/01/2010 23:05,01/01/2010 23:05,02/01/2010 06:55,02/01/2010 06:55,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,ARG,SAEZ,SVMI,01/01/2010 08:00,01/01/2010 08:00,01/01/2010 12:20,01/01/2010 12:20,0,0,0,Manhã,REALIZADO,N/A
2010-01-01,2010,1,4,ARG,SVMI,SAEZ,01/01/2010 15:45,01/01/2010 15:45,01/01/2010 23:15,01/01/2010 23:15,0,0,0,Tarde,REALIZADO,N/A
2010-01-01,2010,1,4,AVA,SKBO,SBGR,01/01/2010 00:36,01/01/2010 23:13,01/01/2010 06:20,02/01/2010 06:00,1357,1420,1,Madrugada,REALIZADO,N/A
2010-01-01,2010,1,4,AVA,SBGR,SKBO,01/01/2010 09:35,01/01/2010 09:35,01/01/2010 15:35,01/01/2010 15:35,0,0,0,Manhã,REALIZADO,N/A
2010-01-01,2010,1,4,AWE,KCLT,SBGL,01/01/2010 22:30,01/01/2010 22:30,02/01/2010 11:13,02/01/2010 11:13,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,AWE,SBGL,KCLT,01/01/2010 23:05,01/01/2010 23:05,02/01/2010 06:00,02/01/2010 06:00,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,AZA,LIRF,SBGR,01/01/2010 19:00,01/01/2010 19:52,02/01/2010 07:05,02/01/2010 08:11,52,66,1,Noite,REALIZADO,MX
2010-01-01,2010,1,4,AZA,SBGR,LIRF,01/01/2010 17:25,01/01/2010 17:25,02/01/2010 04:15,02/01/2010 04:15,0,0,0,Tarde,REALIZADO,N/A
2010-01-01,2010,1,4,AZA,LIRF,SAEZ,01/01/2010 17:50,01/01/2010 17:50,02/01/2010 08:50,02/01/2010 08:50,0,0,0,Tarde,REALIZADO,N/A
2010-01-01,2010,1,4,AZA,SAEZ,LIRF,01/01/2010 15:25,01/01/2010 15:25,02/01/2010 03:20,02/01/2010 03:20,0,0,0,Tarde,REALIZADO,N/A
2010-01-01,2010,1,4,AZU,SBRJ,SBSV,01/01/2010 21:19,01/01/2010 21:19,01/01/2010 23:20,01/01/2010 23:20,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,AZU,SBSV,SBRJ,01/01/2010 04:30,01/01/2010 04:30,01/01/2010 06:27,01/01/2010 06:27,0,0,0,Madrugada,REALIZADO,N/A
2010-01-01,2010,1,4,AZU,SBKP,SBRJ,01/01/2010 17:13,01/01/2010 17:13,01/01/2010 18:28,01/01/2010 18:28,0,0,0,Tarde,REALIZADO,N/A
2010-01-01,2010,1,4,AZU,SBRJ,SBKP,01/01/2010 06:28,01/01/2010 06:28,01/01/2010 07:35,01/01/2010 07:35,0,0,0,Manhã,REALIZADO,N/A
2010-01-01,2010,1,4,AZU,SBKP,SBRJ,01/01/2010 06:40,01/01/2010 06:40,01/01/2010 07:52,01/01/2010 07:52,0,0,0,Manhã,REALIZADO,N/A
2010-01-01,2010,1,4,AZU,SBRJ,SBKP,01/01/2010 07:22,01/01/2010 07:22,01/01/2010 08:35,01/01/2010 08:35,0,0,0,Manhã,REALIZADO,N/A
2010-01-01,2010,1,4,AZU,SBKP,SBRJ,01/01/2010 09:45,01/01/2010 09:45,01/01/2010 10:53,01/01/2010 10:53,0,0,0,Manhã,REALIZADO,N/A
2010-01-01,2010,1,4,AZU,SBRJ,SBKP,01/01/2010 08:23,01/01/2010 08:23,01/01/2010 09:35,01/01/2010 09:35,0,0,0,Manhã,REALIZADO,N/A
2010-01-01,2010,1,4,AZU,SBKP,SBRJ,01/01/2010 13:00,01/01/2010 13:00,01/01/2010 14:03,01/01/2010 14:03,0,0,0,Tarde,REALIZADO,N/A
2010-01-01,2010,1,4,AZU,SBRJ,SBKP,01/01/2010 11:33,01/01/2010 11:33,01/01/2010 12:40,01/01/2010 12:40,0,0,0,Manhã,REALIZADO,N/A
2010-01-01,2010,1,4,AZU,SBKP,SBRJ,01/01/2010 16:10,01/01/2010 16:10,01/01/2010 17:07,01/01/2010 17:07,0,0,0,Tarde,REALIZADO,N/A
2010-01-01,2010,1,4,AZU,SBRJ,SBKP,01/01/2010 14:33,01/01/2010 14:33,01/01/2010 15:40,01/01/2010 15:40,0,0,0,Tarde,REALIZADO,N/A
2010-01-01,2010,1,4,AZU,SBKP,SBRJ,01/01/2010 18:00,01/01/2010 18:00,01/01/2010 19:02,01/01/2010 19:02,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,AZU,SBRJ,SBKP,01/01/2010 18:04,01/01/2010 18:04,01/01/2010 19:05,01/01/2010 19:05,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,AZU,SBKP,SBRJ,01/01/2010 19:35,01/01/2010 19:35,01/01/2010 20:35,01/01/2010 20:35,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,AZU,SBRJ,SBKP,01/01/2010 19:42,01/01/2010 20:31,01/01/2010 20:50,01/01/2010 21:35,49,45,1,Noite,REALIZADO,MX
2010-01-01,2010,1,4,AZU,SBKP,SBRJ,01/01/2010 21:13,01/01/2010 21:13,01/01/2010 22:10,01/01/2010 22:10,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,AZU,SBRJ,SBKP,01/01/2010 21:22,01/01/2010 21:22,01/01/2010 22:25,01/01/2010 22:25,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,AZU,SBKP,SBCG,01/01/2010 21:52,01/01/2010 21:52,01/01/2010 23:20,01/01/2010 23:20,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,AZU,SBCG,SBKP,01/01/2010 04:20,01/01/2010 04:20,01/01/2010 06:08,01/01/2010 06:08,0,0,0,Madrugada,REALIZADO,N/A
2010-01-01,2010,1,4,AZU,SBKP,SBCG,01/01/2010 13:10,01/01/2010 13:10,01/01/2010 14:50,01/01/2010 14:50,0,0,0,Tarde,REALIZADO,N/A
2010-01-01,2010,1,4,AZU,SBCG,SBKP,01/01/2010 15:20,01/01/2010 15:20,01/01/2010 16:50,01/01/2010 16:50,0,0,0,Tarde,REALIZADO,N/A
2010-01-01,2010,1,4,AZU,SBKP,SBMG,01/01/2010 06:15,01/01/2010 06:15,01/01/2010 07:25,01/01/2010 07:25,0,0,0,Manhã,REALIZADO,N/A
2010-01-01,2010,1,4,AZU,SBMG,SBKP,01/01/2010 07:55,01/01/2010 07:55,01/01/2010 08:59,01/01/2010 08:59,0,0,0,Manhã,REALIZADO,N/A
2010-01-01,2010,1,4,AZU,SBKP,SBMG,01/01/2010 18:04,01/01/2010 18:04,01/01/2010 19:10,01/01/2010 19:10,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,AZU,SBMG,SBKP,01/01/2010 19:40,01/01/2010 19:40,01/01/2010 20:45,01/01/2010 20:45,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,AZU,SBKP,SBCF,01/01/2010 06:10,01/01/2010 06:10,01/01/2010 07:15,01/01/2010 07:15,0,0,0,Manhã,REALIZADO,N/A
2010-01-01,2010,1,4,AZU,SBKP,SBCF,01/01/2010 09:30,01/01/2010 09:30,01/01/2010 10:40,01/01/2010 10:40,0,0,0,Manhã,REALIZADO,N/A
2010-01-01,2010,1,4,AZU,SBCF,SBKP,01/01/2010 11:10,01/01/2010 11:10,01/01/2010 12:27,01/01/2010 12:27,0,0,0,Manhã,REALIZADO,N/A
2010-01-01,2010,1,4,AZU,SBKP,SBCF,01/01/2010 14:04,01/01/2010 14:04,01/01/2010 15:15,01/01/2010 15:15,0,0,0,Tarde,REALIZADO,N/A
2010-01-01,2010,1,4,AZU,SBCF,SBKP,01/01/2010 15:45,01/01/2010 15:45,01/01/2010 17:00,01/01/2010 17:00,0,0,0,Tarde,REALIZADO,N/A
2010-01-01,2010,1,4,AZU,SBCF,SBKP,01/01/2010 19:32,01/01/2010 19:32,01/01/2010 20:40,01/01/2010 20:40,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,AZU,SBCF,SBKP,01/01/2010 07:45,01/01/2010 07:45,01/01/2010 08:58,01/01/2010 08:58,0,0,0,Manhã,REALIZADO,N/A
2010-01-01,2010,1,4,AZU,SBKP,SBFL,01/01/2010 09:32,01/01/2010 09:32,01/01/2010 10:40,01/01/2010 10:40,0,0,0,Manhã,REALIZADO,N/A
2010-01-01,2010,1,4,AZU,SBFL,SBKP,01/01/2010 11:10,01/01/2010 11:10,01/01/2010 12:20,01/01/2010 12:20,0,0,0,Manhã,REALIZADO,N/A
2010-01-01,2010,1,4,AZU,SBKP,SBFL,01/01/2010 13:48,01/01/2010 13:48,01/01/2010 15:00,01/01/2010 15:00,0,0,0,Tarde,REALIZADO,N/A
2010-01-01,2010,1,4,AZU,SBFL,SBKP,01/01/2010 15:37,01/01/2010 15:37,01/01/2010 16:44,01/01/2010 16:44,0,0,0,Tarde,REALIZADO,N/A
2010-01-01,2010,1,4,AZU,SBKP,SBCF,01/01/2010 17:52,01/01/2010 17:52,01/01/2010 19:00,01/01/2010 19:00,0,0,0,Tarde,REALIZADO,N/A
2010-01-01,2010,1,4,AZU,SBKP,SBFL,01/01/2010 21:24,01/01/2010 21:45,01/01/2010 22:30,01/01/2010 22:57,21,27,1,Noite,REALIZADO,RA
2010-01-01,2010,1,4,AZU,SBFL,SBKP,01/01/2010 23:03,01/01/2010 23:03,02/01/2010 00:10,02/01/2010 00:10,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,AZU,SBKP,SBSV,01/01/2010 09:46,01/01/2010 09:46,01/01/2010 12:00,01/01/2010 12:00,0,0,0,Manhã,REALIZADO,N/A
2010-01-01,2010,1,4,AZU,SBSV,SBKP,01/01/2010 12:38,01/01/2010 12:38,01/01/2010 15:05,01/01/2010 15:05,0,0,0,Tarde,REALIZADO,N/A
2010-01-01,2010,1,4,AZU,SBKP,SBPA,01/01/2010 15:37,01/01/2010 15:37,01/01/2010 17:17,01/01/2010 17:17,0,0,0,Tarde,REALIZADO,N/A
2010-01-01,2010,1,4,AZU,SBKP,SBSV,01/01/2010 21:50,01/01/2010 21:50,02/01/2010 00:05,02/01/2010 00:05,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,AZU,SBPA,SBKP,01/01/2010 19:40,01/01/2010 19:40,01/01/2010 21:20,01/01/2010 21:20,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,AZU,SBKP,SBPA,01/01/2010 07:10,01/01/2010 07:10,01/01/2010 09:00,01/01/2010 09:00,0,0,0,Manhã,REALIZADO,N/A
