date,year,month,weekday,airline_icao,origin_icao,dest_icao,dep_sched,dep_real,arr_sched,arr_real,dep_delay_min,arr_delay_min,delayed_flag,period,status,justificativa
2010-01-01,2010,1,4,GLO,SBSP,SBRJ,01/01/2010 11:10,,01/01/2010 12:08,,,,0,Manhã,CANCELADO,XA
2010-01-01,2010,1,4,GLO,SBRJ,SBSP,01/01/2010 11:10,,01/01/2010 12:10,,,,0,Manhã,CANCELADO,XA
2010-01-01,2010,1,4,GLO,SBSP,SBRJ,01/01/2010 11:40,01/01/2010 11:40,01/01/2010 12:38,01/01/2010 12:38,0,0,0,Manhã,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBRJ,SBSP,01/01/2010 11:40,01/01/2010 11:40,01/01/2010 12:40,01/01/2010 12:40,0,0,0,Manhã,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBSP,SBRJ,01/01/2010 12:10,,01/01/2010 13:09,,,,0,Tarde,CANCELADO,XA
2010-01-01,2010,1,4,GLO,SBRJ,SBSP,01/01/2010 12:10,,01/01/2010 13:13,,,,0,Tarde,CANCELADO,XA
2010-01-01,2010,1,4,GLO,SBSP,SBRJ,01/01/2010 12:40,01/01/2010 12:40,01/01/2010 13:39,01/01/2010 13:39,0,0,0,Tarde,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBRJ,SBSP,01/01/2010 12:40,01/01/2010 12:40,01/01/2010 13:40,01/01/2010 13:40,0,0,0,Tarde,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBSP,SBRJ,01/01/2010 13:10,,01/01/2010 14:08,,,,0,Tarde,CANCELADO,XA
2010-01-01,2010,1,4,GLO,SBRJ,SBSP,01/01/2010 13:10,,01/01/2010 14:05,,,,0,Tarde,CANCELADO,XA
2010-01-01,2010,1,4,GLO,SBSP,SBRJ,01/01/2010 13:40,01/01/2010 13:40,01/01/2010 14:39,01/01/2010 14:39,0,0,0,Tarde,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBRJ,SBSP,01/01/2010 13:40,01/01/2010 13:40,01/01/2010 14:35,01/01/2010 14:35,0,0,0,Tarde,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBSP,SBRJ,01/01/2010 14:10,,01/01/2010 15:08,,,,0,Tarde,CANCELADO,XA
2010-01-01,2010,1,4,GLO,SBRJ,SBSP,01/01/2010 14:10,,01/01/2010 15:00,,,,0,Tarde,CANCELADO,XA
2010-01-01,2010,1,4,GLO,SBSP,SBRJ,01/01/2010 14:40,01/01/2010 14:40,01/01/2010 15:38,01/01/2010 15:38,0,0,0,Tarde,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBRJ,SBSP,01/01/2010 14:40,01/01/2010 14:40,01/01/2010 15:35,01/01/2010 15:35,0,0,0,Tarde,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBSP,SBRJ,01/01/2010 15:10,,01/01/2010 16:09,,,,0,Tarde,CANCELADO,XA
2010-01-01,2010,1,4,GLO,SBRJ,SBSP,01/01/2010 15:10,,01/01/2010 16:10,,,,0,Tarde,CANCELADO,XA
2010-01-01,2010,1,4,GLO,SBSP,SBRJ,01/01/2010 15:30,01/01/2010 15:30,01/01/2010 16:30,01/01/2010 16:30,0,0,0,Tarde,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBRJ,SBSP,01/01/2010 15:40,01/01/2010 15:40,01/01/2010 16:40,01/01/2010 16:40,0,0,0,Tarde,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBSP,SBRJ,01/01/2010 16:05,,01/01/2010 17:09,,,,0,Tarde,CANCELADO,XA
2010-01-01,2010,1,4,GLO,SBRJ,SBSP,01/01/2010 16:10,,01/01/2010 17:00,,,,0,Tarde,CANCELADO,XA
2010-01-01,2010,1,4,GLO,SBSP,SBRJ,01/01/2010 16:40,01/01/2010 16:40,01/01/2010 17:39,01/01/2010 17:39,0,0,0,Tarde,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBRJ,SBSP,01/01/2010 16:40,01/01/2010 16:40,01/01/2010 17:30,01/01/2010 17:30,0,0,0,Tarde,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBSP,SBRJ,01/01/2010 17:10,,01/01/2010 18:08,,,,0,Tarde,CANCELADO,XA
2010-01-01,2010,1,4,GLO,SBRJ,SBSP,01/01/2010 17:10,,01/01/2010 18:03,,,,0,Tarde,CANCELADO,XA
2010-01-01,2010,1,4,GLO,SBSP,SBRJ,01/01/2010 17:36,01/01/2010 17:36,01/01/2010 18:38,01/01/2010 18:38,0,0,0,Tarde,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBRJ,SBSP,01/01/2010 17:40,01/01/2010 17:40,01/01/2010 18:30,01/01/2010 18:30,0,0,0,Tarde,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBSP,SBRJ,01/01/2010 18:10,,01/01/2010 19:08,,,,0,Noite,CANCELADO,XA
2010-01-01,2010,1,4,GLO,SBRJ,SBSP,01/01/2010 18:10,,01/01/2010 19:05,,,,0,Noite,CANCELADO,XA
2010-01-01,2010,1,4,GLO,SBSP,SBRJ,01/01/2010 18:35,01/01/2010 18:35,01/01/2010 19:35,01/01/2010 19:35,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBRJ,SBSP,01/01/2010 18:40,01/01/2010 18:38,01/01/2010 19:34,01/01/2010 19:51,-2,17,1,Noite,REALIZADO,AJ
2010-01-01,2010,1,4,GLO,SBSP,SBRJ,01/01/2010 19:05,,01/01/2010 20:08,,,,0,Noite,CANCELADO,XA
2010-01-01,2010,1,4,GLO,SBRJ,SBSP,01/01/2010 19:10,,01/01/2010 20:10,,,,0,Noite,CANCELADO,XA
2010-01-01,2010,1,4,GLO,SBSP,SBRJ,01/01/2010 19:45,01/01/2010 19:45,01/01/2010 20:39,01/01/2010 20:39,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBRJ,SBSP,01/01/2010 19:40,01/01/2010 19:40,01/01/2010 20:40,01/01/2010 20:40,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBSP,SBRJ,01/01/2010 20:10,,01/01/2010 21:09,,,,0,Noite,CANCELADO,XA
2010-01-01,2010,1,4,GLO,SBRJ,SBSP,01/01/2010 20:10,,01/01/2010 21:00,,,,0,Noite,CANCELADO,XA
2010-01-01,2010,1,4,GLO,SBSP,SBRJ,01/01/2010 20:40,01/01/2010 20:40,01/01/2010 21:40,01/01/2010 21:40,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBRJ,SBSP,01/01/2010 20:40,01/01/2010 20:40,01/01/2010 21:40,01/01/2010 21:40,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBSP,SBRJ,01/01/2010 21:15,,01/01/2010 22:14,,,,0,Noite,CANCELADO,XA
2010-01-01,2010,1,4,GLO,SBRJ,SBSP,01/01/2010 21:10,,01/01/2010 22:10,,,,0,Noite,CANCELADO,XA
2010-01-01,2010,1,4,GLO,SBGR,SBCT,01/01/2010 22:20,01/01/2010 22:20,01/01/2010 23:25,01/01/2010 23:25,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBGR,SBCT,01/01/2010 12:20,01/01/2010 13:31,01/01/2010 13:25,01/01/2010 14:38,71,73,1,Tarde,REALIZADO,RI
2010-01-01,2010,1,4,GLO,SBCT,SBCX,01/01/2010 13:55,,01/01/2010 14:50,,,,0,Tarde,CANCELADO,XA
2010-01-01,2010,1,4,GLO,SBCT,SBGR,01/01/2010 16:45,01/01/2010 16:45,01/01/2010 18:00,01/01/2010 18:00,0,0,0,Tarde,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBCX,SBCT,01/01/2010 15:20,,01/01/2010 16:15,,,,0,Tarde,CANCELADO,XA
2010-01-02,2010,1,5,GLO,SBGL,SBTE,02/01/2010 01:20,,02/01/2010 04:20,,,,0,Madrugada,CANCELADO,XN
2010-01-01,2010,1,4,GLO,SBGR,SBGL,01/01/2010 23:35,,02/01/2010 00:40,,,,0,Noite,CANCELADO,XN
2010-01-01,2010,1,4,GLO,SBLO,SBGR,01/01/2010 21:45,,01/01/2010 22:50,,,,0,Noite,CANCELADO,XN
2010-01-01,2010,1,4,GLO,SBTE,SBGL,01/01/2010 01:20,,01/01/2010 04:22,,,,0,Madrugada,CANCELADO,XN
2010-01-01,2010,1,4,GLO,SBGR,SBLO,01/01/2010 06:45,,01/01/2010 07:50,,,,0,Manhã,CANCELADO,XN
2010-01-01,2010,1,4,GLO,SBGL,SBGR,01/01/2010 05:00,,01/01/2010 06:05,,,,0,Madrugada,CANCELADO,XN
2010-01-01,2010,1,4,GLO,SBRJ,SBCF,01/01/2010 16:02,01/01/2010 16:02,01/01/2010 17:05,01/01/2010 17:05,0,0,0,Tarde,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBCF,SBRJ,01/01/2010 14:25,01/01/2010 14:25,01/01/2010 15:24,01/01/2010 15:24,0,0,0,Tarde,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBRJ,SBCF,01/01/2010 20:50,01/01/2010 20:50,01/01/2010 22:05,01/01/2010 22:05,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBCF,SBRJ,01/01/2010 19:10,01/01/2010 19:10,01/01/2010 20:17,01/01/2010 20:17,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBRJ,SBBR,01/01/2010 06:46,,01/01/2010 08:26,,,,0,Manhã,CANCELADO,XA
2010-01-01,2010,1,4,GLO,SBBR,SBRJ,01/01/2010 09:05,01/01/2010 09:05,01/01/2010 10:37,01/01/2010 10:37,0,0,0,Manhã,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBRJ,SBBR,01/01/2010 11:18,01/01/2010 11:05,01/01/2010 12:50,01/01/2010 12:32,-13,-18,0,Manhã,REALIZADO,HD
2010-01-01,2010,1,4,GLO,SBBR,SBRJ,01/01/2010 10:15,01/01/2010 10:15,01/01/2010 11:47,01/01/2010 11:47,0,0,0,Manhã,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBRJ,SBBR,01/01/2010 13:05,01/01/2010 13:05,01/01/2010 14:45,01/01/2010 14:45,0,0,0,Tarde,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBBR,SBRJ,01/01/2010 16:55,01/01/2010 16:55,01/01/2010 18:24,01/01/2010 18:24,0,0,0,Tarde,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBRJ,SBBR,01/01/2010 14:38,01/01/2010 14:38,01/01/2010 16:15,01/01/2010 16:15,0,0,0,Tarde,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBBR,SBRJ,01/01/2010 19:20,01/01/2010 19:20,01/01/2010 21:08,01/01/2010 21:08,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBEG,SBBR,01/01/2010 15:40,,01/01/2010 18:30,,,,0,Tarde,CANCELADO,XA
2010-01-01,2010,1,4,GLO,SBRJ,SBBR,01/01/2010 18:58,01/01/2010 18:58,01/01/2010 20:50,01/01/2010 20:50,0,0,0,Noite,REALIZADO,N/A
2010-01-02,2010,1,5,GLO,SBEG,SBBV,02/01/2010 01:30,02/01/2010 01:30,02/01/2010 02:45,02/01/2010 02:45,0,0,0,Madrugada,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBBR,SBEG,01/01/2010 21:45,01/01/2010 21:45,02/01/2010 00:35,02/01/2010 00:35,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBBR,SBRJ,01/01/2010 20:29,,01/01/2010 22:06,,,,0,Noite,CANCELADO,XN
2010-01-01,2010,1,4,GLO,SBRJ,SBBR,01/01/2010 21:38,01/01/2010 21:38,01/01/2010 23:30,01/01/2010 23:30,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBBV,SBEG,01/01/2010 03:15,01/01/2010 03:15,01/01/2010 04:30,01/01/2010 04:30,0,0,0,Madrugada,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBBR,SBRJ,01/01/2010 08:30,01/01/2010 08:30,01/01/2010 10:08,01/01/2010 10:08,0,0,0,Manhã,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBEG,SBBR,01/01/2010 05:00,01/01/2010 06:12,01/01/2010 07:50,01/01/2010 09:13,72,83,1,Madrugada,REALIZADO,AR
2010-01-01,2010,1,4,GLO,SBKP,SBBR,01/01/2010 19:21,01/01/2010 19:21,01/01/2010 20:53,01/01/2010 20:53,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBBR,SBKP,01/01/2010 10:57,01/01/2010 10:57,01/01/2010 12:34,01/01/2010 12:34,0,0,0,Manhã,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBGL,SBSV,01/01/2010 11:15,01/01/2010 11:15,01/01/2010 13:20,01/01/2010 13:20,0,0,0,Manhã,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBSV,SBNT,01/01/2010 13:50,01/01/2010 13:50,01/01/2010 15:20,01/01/2010 15:20,0,0,0,Tarde,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBNT,SBSV,01/01/2010 16:15,01/01/2010 16:15,01/01/2010 17:45,01/01/2010 17:45,0,0,0,Tarde,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBSV,SBGL,01/01/2010 18:15,01/01/2010 18:15,01/01/2010 20:20,01/01/2010 20:20,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBGL,SBSV,01/01/2010 16:10,01/01/2010 16:10,01/01/2010 18:10,01/01/2010 18:10,0,0,0,Tarde,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBFZ,SBEG,01/01/2010 23:42,,02/01/2010 03:00,,,,0,Noite,CANCELADO,XN
2010-01-01,2010,1,4,GLO,SBSV,SBFZ,01/01/2010 21:30,01/01/2010 21:30,01/01/2010 23:10,01/01/2010 23:29,0,19,1,Noite,REALIZADO,AJ
2010-01-01,2010,1,4,GLO,SBGL,SBSV,01/01/2010 18:55,01/01/2010 18:55,01/01/2010 20:55,01/01/2010 20:55,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBSV,SBGL,01/01/2010 09:10,01/01/2010 09:10,01/01/2010 11:30,01/01/2010 11:30,0,0,0,Manhã,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBEG,SBFZ,01/01/2010 03:10,,01/01/2010 06:30,,,,0,Madrugada,CANCELADO,XN
2010-01-01,2010,1,4,GLO,SBFZ,SBSV,01/01/2010 07:00,01/01/2010 07:00,01/01/2010 08:40,01/01/2010 08:40,0,0,0,Manhã,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBGR,SBSV,01/01/2010 21:25,01/01/2010 21:37,01/01/2010 23:39,02/01/2010 00:05,12,26,1,Noite,REALIZADO,AJ
2010-01-02,2010,1,5,GLO,SBSV,SBMO,02/01/2010 00:11,02/01/2010 00:36,02/01/2010 01:06,02/01/2010 01:39,25,33,1,Madrugada,REALIZADO,AJ
2010-01-01,2010,1,4,GLO,SBBR,SBCT,01/01/2010 21:35,01/01/2010 21:35,01/01/2010 23:30,01/01/2010 23:30,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBMO,SBSV,01/01/2010 05:38,01/01/2010 05:06,01/01/2010 06:33,01/01/2010 06:05,-32,-28,0,Madrugada,REALIZADO,HD
2010-01-01,2010,1,4,GLO,SBSV,SBGR,01/01/2010 07:05,01/01/2010 07:05,01/01/2010 09:25,01/01/2010 09:25,0,0,0,Manhã,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBUL,SBGL,01/01/2010 20:20,01/01/2010 20:20,01/01/2010 21:33,01/01/2010 21:33,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBGL,SBUL,01/01/2010 22:32,01/01/2010 22:32,01/01/2010 23:50,01/01/2010 23:50,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBGR,SBFZ,01/01/2010 11:00,01/01/2010 11:00,01/01/2010 14:20,01/01/2010 14:20,0,0,0,Manhã,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBFZ,SBGR,01/01/2010 16:30,01/01/2010 16:30,01/01/2010 20:05,01/01/2010 20:05,0,0,0,Tarde,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBBR,SBSV,01/01/2010 15:30,01/01/2010 15:30,01/01/2010 17:30,01/01/2010 17:30,0,0,0,Tarde,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBSV,SBBR,01/01/2010 19:25,01/01/2010 19:25,01/01/2010 21:20,01/01/2010 21:20,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBCF,SBVT,01/01/2010 20:00,01/01/2010 20:00,01/01/2010 21:00,01/01/2010 21:00,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBVT,SBCF,01/01/2010 08:20,01/01/2010 08:20,01/01/2010 09:20,01/01/2010 09:20,0,0,0,Manhã,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBCF,SBVT,01/01/2010 14:35,,01/01/2010 15:35,,,,0,Tarde,CANCELADO,XA
2010-01-01,2010,1,4,GLO,SBVT,SBCF,01/01/2010 16:10,,01/01/2010 17:10,,,,0,Tarde,CANCELADO,XA
2010-01-01,2010,1,4,GLO,SBCF,SBVT,01/01/2010 10:00,01/01/2010 10:00,01/01/2010 11:00,01/01/2010 11:00,0,0,0,Manhã,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBVT,SBCF,01/01/2010 12:30,01/01/2010 12:30,01/01/2010 13:30,01/01/2010 13:30,0,0,0,Tarde,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBGL,SBCT,01/01/2010 07:50,,01/01/2010 09:20,,,,0,Manhã,CANCELADO,XA
2010-01-01,2010,1,4,GLO,SBBR,SBCF,01/01/2010 06:50,01/01/2010 06:50,01/01/2010 08:00,01/01/2010 08:00,0,0,0,Manhã,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBCF,SBBR,01/01/2010 17:10,01/01/2010 17:10,01/01/2010 18:20,01/01/2010 18:20,0,0,0,Tarde,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBGR,SBCY,01/01/2010 10:10,01/01/2010 10:10,01/01/2010 12:40,01/01/2010 12:40,0,0,0,Manhã,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBCY,SBGR,01/01/2010 19:30,01/01/2010 19:38,01/01/2010 21:35,01/01/2010 21:59,8,24,1,Noite,REALIZADO,AJ
2010-01-01,2010,1,4,GLO,SBGL,SBBR,01/01/2010 18:00,01/01/2010 18:00,01/01/2010 19:40,01/01/2010 19:40,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBBR,SBGL,01/01/2010 20:20,01/01/2010 20:20,01/01/2010 22:05,01/01/2010 22:05,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBGR,SBCF,01/01/2010 22:45,01/01/2010 23:08,01/01/2010 23:55,02/01/2010 00:20,23,25,1,Noite,REALIZADO,AR
2010-01-02,2010,1,5,GLO,SBCF,SBPS,02/01/2010 00:30,02/01/2010 00:49,02/01/2010 01:45,02/01/2010 02:08,19,23,1,Madrugada,REALIZADO,RI
2010-01-01,2010,1,4,GLO,SBCF,SBGR,01/01/2010 06:30,01/01/2010 06:30,01/01/2010 08:00,01/01/2010 08:00,0,0,0,Manhã,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBPS,SBCF,01/01/2010 04:20,01/01/2010 04:20,01/01/2010 05:35,01/01/2010 05:35,0,0,0,Madrugada,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBFI,SBCT,01/01/2010 06:00,01/01/2010 06:00,01/01/2010 07:00,01/01/2010 07:00,0,0,0,Manhã,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBCT,SBBR,01/01/2010 07:32,01/01/2010 07:32,01/01/2010 09:29,01/01/2010 09:29,0,0,0,Manhã,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBBR,SBEG,01/01/2010 10:16,01/01/2010 10:28,01/01/2010 13:05,01/01/2010 13:27,12,22,1,Manhã,REALIZADO,RI
2010-01-01,2010,1,4,GLO,SBEG,SBBR,01/01/2010 18:00,01/01/2010 18:00,01/01/2010 20:50,01/01/2010 20:50,0,0,0,Noite,REALIZADO,N/A
2010-01-02,2010,1,5,GLO,SBCT,SBFI,02/01/2010 00:10,02/01/2010 00:21,02/01/2010 01:10,02/01/2010 01:28,11,18,1,Madrugada,REALIZADO,RA
2010-01-01,2010,1,4,GLO,SBEG,SBGL,01/01/2010 05:10,01/01/2010 05:10,01/01/2010 09:15,01/01/2010 09:15,0,0,0,Madrugada,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBGL,SBEG,01/01/2010 20:40,01/01/2010 20:59,02/01/2010 01:00,02/01/2010 01:02,19,2,1,Noite,REALIZADO,RI
2010-01-01,2010,1,4,GLO,SBBR,SBCY,01/01/2010 09:45,01/01/2010 09:45,01/01/2010 11:30,01/01/2010 11:30,0,0,0,Manhã,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBCY,SBBR,01/01/2010 19:20,,01/01/2010 20:55,,,,0,Noite,CANCELADO,XN
2010-01-01,2010,1,4,GLO,SBCF,SBBR,01/01/2010 08:40,,01/01/2010 09:50,,,,0,Manhã,CANCELADO,XA
2010-01-01,2010,1,4,GLO,SBBR,SBCF,01/01/2010 09:18,,01/01/2010 10:22,,,,0,Manhã,CANCELADO,XA
2010-01-01,2010,1,4,GLO,SBGR,SBEG,01/01/2010 09:55,01/01/2010 09:55,01/01/2010 14:05,01/01/2010 14:05,0,0,0,Manhã,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBEG,SBGR,01/01/2010 17:20,01/01/2010 16:45,01/01/2010 21:05,01/01/2010 20:39,-35,-26,0,Tarde,REALIZADO,HD
2010-01-01,2010,1,4,GLO,SBSV,SBRF,01/01/2010 06:45,01/01/2010 06:45,01/01/2010 08:00,01/01/2010 08:00,0,0,0,Manhã,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBRF,SBFZ,01/01/2010 08:30,01/01/2010 08:30,01/01/2010 09:40,01/01/2010 09:40,0,0,0,Manhã,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBSN,SBEG,01/01/2010 15:05,01/01/2010 15:05,01/01/2010 16:15,01/01/2010 16:15,0,0,0,Tarde,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBBE,SBSN,01/01/2010 13:20,01/01/2010 13:20,01/01/2010 14:35,01/01/2010 14:35,0,0,0,Tarde,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBFZ,SBSL,01/01/2010 10:10,01/01/2010 10:10,01/01/2010 11:20,01/01/2010 11:20,0,0,0,Manhã,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBSL,SBBE,01/01/2010 11:50,01/01/2010 11:50,01/01/2010 12:50,01/01/2010 12:50,0,0,0,Manhã,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBEG,SBSN,01/01/2010 14:00,01/01/2010 14:00,01/01/2010 15:10,01/01/2010 15:10,0,0,0,Tarde,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBBE,SBSL,01/01/2010 17:30,01/01/2010 17:22,01/01/2010 18:30,01/01/2010 18:48,-8,18,1,Tarde,REALIZADO,AJ
2010-01-01,2010,1,4,GLO,SBFZ,SBRF,01/01/2010 20:40,01/01/2010 20:40,01/01/2010 21:50,01/01/2010 21:50,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBRF,SBSV,01/01/2010 22:20,01/01/2010 22:20,01/01/2010 23:45,01/01/2010 23:45,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBSN,SBBE,01/01/2010 15:40,01/01/2010 15:40,01/01/2010 17:00,01/01/2010 17:00,0,0,0,Tarde,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBSL,SBFZ,01/01/2010 19:00,01/01/2010 19:00,01/01/2010 20:10,01/01/2010 20:10,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBGR,SBFL,01/01/2010 11:10,01/01/2010 11:10,01/01/2010 12:25,01/01/2010 12:25,0,0,0,Manhã,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBFL,SBPA,01/01/2010 12:55,01/01/2010 12:55,01/01/2010 13:55,01/01/2010 13:55,0,0,0,Tarde,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBGR,SBFL,01/01/2010 22:50,01/01/2010 22:45,01/01/2010 23:55,02/01/2010 00:16,-5,21,1,Noite,REALIZADO,AR
2010-01-01,2010,1,4,GLO,SBGR,SBFL,01/01/2010 22:50,01/01/2010 22:45,01/01/2010 23:55,02/01/2010 00:16,-5,21,1,Noite,REALIZADO,AR
2010-01-01,2010,1,4,GLO,SBFL,SBGR,01/01/2010 08:10,,01/01/2010 09:20,,,,0,Manhã,CANCELADO,XA
2010-01-01,2010,1,4,GLO,SBPA,SBFL,01/01/2010 06:40,,01/01/2010 07:40,,,,0,Manhã,CANCELADO,XA
2010-01-01,2010,1,4,GLO,SBGR,SBCF,01/01/2010 10:40,01/01/2010 10:40,01/01/2010 11:50,01/01/2010 11:50,0,0,0,Manhã,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBIL,SBSV,01/01/2010 14:15,01/01/2010 14:15,01/01/2010 14:55,01/01/2010 14:55,0,0,0,Tarde,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBCF,SBIL,01/01/2010 12:20,01/01/2010 12:20,01/01/2010 13:45,01/01/2010 13:45,0,0,0,Tarde,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBSV,SBIL,01/01/2010 15:25,01/01/2010 15:25,01/01/2010 16:05,01/01/2010 16:05,0,0,0,Tarde,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBCF,SBGR,01/01/2010 18:40,01/01/2010 18:40,01/01/2010 20:10,01/01/2010 20:10,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBIL,SBCF,01/01/2010 16:35,01/01/2010 16:35,01/01/2010 18:10,01/01/2010 18:10,0,0,0,Tarde,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBGL,SBGO,01/01/2010 05:50,,01/01/2010 07:40,,,,0,Madrugada,CANCELADO,XA
2010-01-01,2010,1,4,GLO,SBGO,SBGL,01/01/2010 00:00,01/01/2010 00:00,01/01/2010 01:50,01/01/2010 01:50,0,0,0,Madrugada,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBBR,SBCF,01/01/2010 10:30,,01/01/2010 11:40,,,,0,Manhã,CANCELADO,XA
2010-01-01,2010,1,4,GLO,SBGL,SBSL,01/01/2010 21:30,01/01/2010 21:30,02/01/2010 00:50,02/01/2010 00:50,0,0,0,Noite,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBSL,SBGL,01/01/2010 03:20,01/01/2010 03:20,01/01/2010 06:40,01/01/2010 06:40,0,0,0,Madrugada,REALIZADO,N/A
2010-01-01,2010,1,4,GLO,SBGR,SBVT,01/01/2010 21:00,01/01/2010 21:00,01/01/2010 22:35,01/01/2010 22:35,0,0,0,Noite,REALIZADO,N/A
